"id","credit","duration","total","scans","voidedScans","attemptsWoScan","modifiedQuantities","fraud"
1015326,"High",1765,98.93,7,0,10,5,0
1015327,"High",1586,30.56,25,6,5,1,0
1015328,"Low",1717,77.29,27,2,5,1,1
1015329,"Low",946,72.2,30,0,8,1,1
1015330,"Low",1830,55.39,3,9,1,2,0
1015331,"High",676,22.71,26,0,8,3,0
1015332,"High",290,34.71,19,1,0,4,0
1015333,"High",1612,94.74,25,6,9,2,1
1015334,"Low",670,85.14,25,10,10,2,1
1015335,"High",1565,34.69,6,0,6,1,0
1015336,"Low",1475,97.19,12,9,4,4,0
1015337,"High",465,5.3,23,10,0,0,0
1015338,"High",666,21.89,5,3,0,5,0
1015339,"High",796,42.05,3,1,3,1,0
1015340,"Low",362,5.94,20,3,5,4,0
1015341,"High",1333,78.07,24,6,5,0,0
1015342,"High",1658,74.46,24,2,9,4,0
1015343,"Low",615,45.03,30,1,5,4,1
1015344,"Low",1600,39.94,16,5,7,1,0
1015345,"Low",356,63.87,16,10,6,1,0
1015346,"Low",12,73.33,29,10,0,3,0
1015347,"Low",825,88.71,19,9,8,4,0
1015348,"High",282,94.86,7,3,0,2,0
1015349,"Low",1146,37.87,5,7,6,2,0
1015350,"Low",500,69.06,28,1,8,5,1
1015351,"High",299,70.61,29,7,7,4,0
1015352,"Low",834,81.24,21,6,4,0,0
1015353,"Low",498,75,8,5,7,3,0
1015354,"Low",1733,1.48,24,10,0,1,1
1015355,"High",759,75.42,15,0,10,4,0
1015356,"High",532,26.96,14,11,9,0,0
1015357,"Low",1781,29.43,21,1,5,0,0
1015358,"High",1736,80.63,4,7,0,2,0
1015359,"Low",1556,23.63,9,5,1,5,0
1015360,"High",1684,12.37,14,1,6,2,0
1015361,"High",107,99.39,22,7,0,3,0
1015362,"High",1531,25.08,25,9,6,4,1
1015363,"High",88,1.38,18,2,10,1,0
1015364,"High",1560,34.15,10,5,10,0,0
1015365,"Low",922,56.71,1,11,3,2,0
1015366,"Low",1009,11.67,9,0,6,0,0
1015367,"High",903,96.11,4,2,9,0,0
1015368,"Low",1020,78.83,27,9,10,1,1
1015369,"Low",1273,66.22,7,10,1,0,0
1015370,"Low",813,79.75,27,3,2,0,0
1015371,"Low",1417,72.19,12,5,1,4,0
1015372,"High",58,89.55,10,1,0,5,0
1015373,"High",1542,20.92,10,10,0,2,0
1015374,"Low",1501,42.67,13,11,6,4,0
1015375,"High",364,69.41,8,11,4,5,0
1015376,"High",188,50.16,12,1,5,0,0
1015377,"Low",1508,75.71,6,6,5,5,0
1015378,"High",268,52.73,15,3,4,3,0
1015379,"Low",1828,41.23,8,1,9,1,0
1015380,"Low",1299,49.84,1,7,5,1,0
1015381,"Low",1673,57.51,2,11,7,4,0
1015382,"High",180,45.53,10,3,7,4,0
1015383,"Low",391,41.14,3,9,10,3,0
1015384,"High",1219,9.26,25,3,2,5,0
1015385,"Low",797,95.68,12,8,3,4,0
1015386,"High",447,15.05,15,2,6,4,0
1015387,"High",106,53.87,26,1,10,1,0
1015388,"Low",134,32.38,8,8,2,2,0
1015389,"High",1105,89.54,3,3,5,5,0
1015390,"High",227,22.69,26,1,9,4,0
1015391,"High",233,33.67,21,1,9,4,0
1015392,"High",477,59.78,10,5,3,2,0
1015393,"High",1782,25.62,24,1,4,0,0
1015394,"Low",1736,84.68,26,9,6,1,1
1015395,"High",1487,70.31,27,0,2,4,0
1015396,"High",873,68.05,12,9,8,0,0
1015397,"High",271,75.59,26,10,10,4,0
1015398,"High",418,95.84,14,7,8,3,0
1015399,"High",898,67.2,11,10,2,0,0
1015400,"Low",619,85.66,25,2,8,4,1
1015401,"Low",1722,22.1,27,9,6,4,1
1015402,"High",1472,54.51,19,8,3,3,0
1015403,"Low",651,18.37,24,2,4,2,0
1015404,"High",1772,71.79,29,10,3,4,1
1015405,"High",1449,61.97,25,6,4,3,0
1015406,"Low",876,25.82,16,1,6,2,0
1015407,"High",1674,36.86,23,10,0,4,0
1015408,"Low",1413,5,11,9,2,5,0
1015409,"High",1338,31.07,14,3,4,0,0
1015410,"Low",1046,82.95,22,6,2,0,0
1015411,"High",839,6.96,15,9,9,1,0
1015412,"High",141,65.38,14,5,10,2,0
1015413,"High",1133,55.39,13,4,9,1,0
1015414,"Low",1752,70.93,11,10,4,3,0
1015415,"Low",784,34.37,7,2,3,3,0
1015416,"Low",940,49.88,2,1,5,0,0
1015417,"High",1592,1.87,12,3,8,1,0
1015418,"Low",1530,50.93,5,0,9,1,0
1015419,"Low",1773,58.35,7,8,5,3,0
1015420,"Low",132,23.25,10,2,5,0,0
1015421,"High",1136,90.85,5,5,7,2,0
1015422,"High",1131,82.21,19,1,9,4,0
1015423,"High",885,43.4,27,3,2,3,0
1015424,"High",905,17.2,22,3,8,4,0
1015425,"Low",310,79.17,24,7,3,5,0
1015426,"Low",1526,12.05,4,6,2,5,0
1015427,"High",184,49.08,24,4,1,2,0
1015428,"Low",907,88.61,10,0,7,0,0
1015429,"Low",208,97.02,19,2,5,0,0
1015430,"Low",771,83.18,4,2,8,3,0
1015431,"Low",1480,54.93,28,9,7,0,1
1015432,"High",1687,4.42,27,8,9,4,1
1015433,"High",1289,96.4,10,1,8,3,0
1015434,"Low",1740,23.78,26,8,2,0,1
1015435,"High",680,92.77,22,9,7,2,0
1015436,"High",507,77.11,18,2,2,2,0
1015437,"High",191,22.94,21,3,8,5,0
1015438,"High",1587,12.2,1,3,3,1,0
1015439,"High",1828,75.63,28,0,5,2,1
1015440,"Low",1533,11.57,22,4,10,2,1
1015441,"High",437,86.72,24,5,2,5,0
1015442,"High",899,77.8,24,11,9,4,0
1015443,"High",360,44.34,23,7,4,5,0
1015444,"High",727,57.44,4,1,2,5,0
1015445,"High",1018,71.33,7,2,4,2,0
1015446,"High",1813,53.48,18,3,0,2,0
1015447,"Low",1646,30.15,11,1,7,2,0
1015448,"High",1249,89.91,11,2,8,0,0
1015449,"High",1571,7.87,26,5,2,0,0
1015450,"Low",666,58.91,15,2,9,1,0
1015451,"Low",540,72.48,4,11,7,3,0
1015452,"Low",976,56.21,27,3,2,0,1
1015453,"Low",848,3.26,22,1,6,5,0
1015454,"High",506,68.91,6,8,5,1,0
1015455,"Low",692,13.49,1,11,3,2,0
1015456,"Low",253,87.71,2,10,4,1,0
1015457,"Low",48,57.13,26,8,6,3,0
1015458,"High",1604,66.68,25,8,1,5,0
1015459,"Low",1607,25.49,9,9,4,1,0
1015460,"High",1215,60.52,11,5,3,1,0
1015461,"Low",1352,26.28,24,6,9,5,1
1015462,"Low",739,47.99,24,6,2,4,0
1015463,"High",251,39.52,7,7,10,1,0
1015464,"Low",1408,88.59,24,0,2,1,0
1015465,"Low",1775,64.3,20,7,8,2,1
1015466,"Low",1578,94.07,10,0,10,3,0
1015467,"Low",995,70.4,14,4,7,2,0
1015468,"Low",402,84.31,19,11,6,0,0
1015469,"High",1060,65.66,1,0,0,3,0
1015470,"High",335,76.71,29,4,9,2,1
1015471,"Low",603,88.83,25,5,3,3,0
1015472,"High",918,33.29,28,4,7,4,0
1015473,"High",1357,9.36,10,8,7,5,0
1015474,"Low",787,93.75,9,8,6,5,0
1015475,"Low",1661,33.08,21,5,0,1,0
1015476,"High",697,57.7,27,6,10,2,1
1015477,"Low",980,36.35,23,4,5,2,0
1015478,"High",979,40.54,20,5,7,5,0
1015479,"High",901,11.19,27,6,6,4,0
1015480,"Low",1721,60.09,16,11,2,0,0
1015481,"Low",1017,8.08,25,0,4,1,0
1015482,"Low",1416,56,14,4,8,0,0
1015483,"Low",1254,42.11,16,0,9,0,0
1015484,"High",1222,40.81,20,5,6,1,0
1015485,"High",121,50.94,28,10,4,3,0
1015486,"High",1319,81.02,30,5,2,1,0
1015487,"High",899,84.91,12,2,0,0,0
1015488,"Low",1730,62.46,22,10,1,2,1
1015489,"High",1387,36.89,2,6,5,0,0
1015490,"High",403,55.14,9,10,7,4,0
1015491,"Low",84,62.9,21,6,7,4,0
1015492,"High",1722,32.21,2,9,6,2,0
1015493,"High",237,46.2,25,4,5,1,0
1015494,"High",330,46.64,1,8,2,3,0
1015495,"Low",820,17.12,2,0,9,2,0
1015496,"Low",1311,20.29,26,5,0,5,1
1015497,"Low",1089,53.21,13,7,3,0,0
1015498,"Low",438,57.26,28,7,9,5,1
1015499,"Low",620,98.12,9,1,4,1,0
1015500,"High",437,80.48,4,1,4,1,0
1015501,"Low",695,18.21,24,10,9,1,1
1015502,"High",1480,56.5,23,9,9,1,1
1015503,"Low",672,85.79,24,2,1,4,0
1015504,"High",485,76.91,8,7,4,2,0
1015505,"Low",84,55.66,1,7,2,3,0
1015506,"High",263,99.35,4,9,0,1,0
1015507,"Low",96,93.36,30,1,3,1,0
1015508,"High",65,92.06,11,3,5,0,0
1015509,"High",347,91.44,25,0,5,4,0
1015510,"High",360,70.58,1,9,9,1,0
1015511,"Low",1441,69.43,22,10,4,5,1
1015512,"Low",1741,15.58,23,1,8,5,1
1015513,"High",763,63.21,29,6,6,1,0
1015514,"High",1682,93.68,20,6,10,2,0
1015515,"Low",1581,6.57,15,5,7,3,0
1015516,"High",1629,24.06,14,9,1,0,0
1015517,"Low",1014,74.41,16,0,9,3,0
1015518,"Low",1612,30.19,10,7,10,1,0
1015519,"Low",783,19.97,26,3,9,3,1
1015520,"High",950,69.38,17,8,3,0,0
1015521,"Low",300,7.83,1,1,0,3,0
1015522,"High",199,86.87,22,3,10,3,0
1015523,"Low",1828,31.45,18,3,6,1,0
1015524,"Low",895,74.5,27,7,8,3,1
1015525,"Low",1593,26.67,10,8,0,5,0
1015526,"High",834,15.17,12,0,4,1,0
1015527,"High",844,58.82,2,6,5,2,0
1015528,"Low",987,78.16,2,2,1,5,0
1015529,"High",830,7.54,7,6,7,1,0
1015530,"Low",909,34.66,9,4,4,3,0
1015531,"Low",1022,26.59,18,1,7,3,0
1015532,"High",1822,64.14,3,11,4,4,0
1015533,"High",1809,25.61,12,0,9,0,0
1015534,"Low",665,4.63,17,4,0,4,0
1015535,"Low",492,37.01,17,4,6,4,0
1015536,"Low",590,96.98,24,7,9,0,1
1015537,"High",285,77.81,10,10,4,4,0
1015538,"High",1393,9.06,9,0,0,0,0
1015539,"Low",294,73.24,10,5,8,0,0
1015540,"Low",1319,23.52,12,1,4,4,0
1015541,"Low",1743,65.58,11,11,10,5,0
1015542,"High",232,64.49,28,5,10,4,0
1015543,"Low",983,12.34,14,0,7,4,0
1015544,"High",740,32.7,30,8,1,4,0
1015545,"High",1161,43.24,23,6,4,0,0
1015546,"Low",525,28.53,18,4,4,4,0
1015547,"Low",1779,7.15,1,1,0,3,0
1015548,"High",148,84.28,5,2,8,2,0
1015549,"High",884,98.61,26,3,10,2,0
1015550,"High",17,10.19,20,9,7,4,0
1015551,"High",1343,3.34,14,11,2,2,0
1015552,"High",801,60.85,19,10,7,2,0
1015553,"Low",1321,7.94,27,11,9,5,1
1015554,"High",162,51.32,20,5,3,4,0
1015555,"High",1721,46.45,3,5,0,2,0
1015556,"Low",869,92.59,17,8,9,5,0
1015557,"High",1548,32.26,8,7,6,2,0
1015558,"Low",672,25.22,1,6,3,0,0
1015559,"High",292,24.16,6,10,10,1,0
1015560,"Low",1530,1.94,22,9,3,4,1
1015561,"High",1176,77.48,16,6,0,0,0
1015562,"High",1453,72.61,11,7,6,1,0
1015563,"High",942,96.31,8,4,6,4,0
1015564,"High",1792,88.52,20,5,8,5,0
1015565,"High",904,71.12,7,10,5,1,0
1015566,"Low",1435,8.38,5,7,5,2,0
1015567,"Low",333,97.44,16,5,0,1,0
1015568,"High",1049,49.98,13,5,1,2,0
1015569,"Low",918,3.23,2,11,0,4,0
1015570,"High",797,84.25,10,1,10,3,0
1015571,"High",294,30.58,20,11,6,3,0
1015572,"High",1360,9.11,21,8,9,5,0
1015573,"Low",235,83.51,11,4,5,4,0
1015574,"High",1326,13.34,9,2,8,3,0
1015575,"High",1598,72.01,1,11,7,1,0
1015576,"High",794,43.21,2,1,3,5,0
1015577,"High",1201,7.81,24,1,8,5,0
1015578,"Low",1481,50.34,10,6,2,3,0
1015579,"Low",616,18.42,7,8,8,2,0
1015580,"Low",1517,60.34,18,4,4,3,0
1015581,"High",733,62.63,30,5,3,4,0
1015582,"High",140,89.07,11,4,5,2,0
1015583,"High",510,70.57,5,5,7,0,0
1015584,"Low",774,65.99,11,6,6,5,0
1015585,"Low",587,69.92,11,7,7,3,0
1015586,"High",1274,45.3,8,1,3,0,0
1015587,"Low",1443,55.43,23,9,7,0,1
1015588,"Low",403,16.97,13,2,2,1,0
1015589,"Low",1703,43.34,20,8,0,5,0
1015590,"High",279,43.74,3,8,9,5,0
1015591,"High",1159,30.97,27,6,5,5,0
1015592,"High",930,97.73,19,2,9,5,0
1015593,"High",1159,70.66,30,4,10,1,1
1015594,"Low",1749,48.73,20,4,4,1,0
1015595,"High",1194,64.83,16,11,3,2,0
1015596,"Low",1227,39.92,8,8,10,3,0
1015597,"Low",1597,8.51,22,5,6,2,0
1015598,"High",1734,79.72,5,0,2,2,0
1015599,"High",643,3.52,14,11,5,2,0
1015600,"Low",1429,82.77,11,10,10,0,0
1015601,"Low",347,45.55,29,4,0,4,0
1015602,"Low",1367,73.29,17,2,8,3,0
1015603,"Low",663,81.3,21,3,10,3,0
1015604,"High",210,3.84,18,3,2,3,0
1015605,"High",1095,46.35,7,7,6,3,0
1015606,"Low",1633,53.35,11,7,3,1,0
1015607,"Low",649,94.56,7,7,10,2,0
1015608,"High",1085,36.04,15,11,0,0,0
1015609,"High",1215,49.06,3,0,2,4,0
1015610,"High",1050,37.54,8,0,10,4,0
1015611,"Low",1169,6.11,29,11,10,5,1
1015612,"High",181,87.72,26,0,6,2,0
1015613,"Low",1212,19.71,22,10,3,0,1
1015614,"High",1183,59.8,13,11,9,4,0
1015615,"High",776,81.03,5,0,8,0,0
1015616,"Low",387,56.58,18,2,10,0,0
1015617,"Low",590,53.81,19,9,2,5,0
1015618,"High",903,24.57,29,3,8,5,1
1015619,"High",272,76.27,28,2,3,3,0
1015620,"High",1222,38.35,2,9,8,1,0
1015621,"High",984,11.35,1,5,8,5,0
1015622,"High",751,14.69,11,2,9,4,0
1015623,"Low",183,60.16,10,7,5,1,0
1015624,"High",579,60.81,12,5,9,3,0
1015625,"Low",1564,94.56,16,7,7,0,0
1015626,"High",810,96.69,26,0,6,1,0
1015627,"Low",1175,36.46,5,6,10,3,0
1015628,"High",226,44.13,11,11,5,3,0
1015629,"High",209,10.75,25,10,1,5,0
1015630,"High",1380,28.17,11,5,5,0,0
1015631,"Low",1006,12.42,12,7,10,1,0
1015632,"Low",947,7.89,30,9,9,5,1
1015633,"High",912,46.13,21,3,6,0,0
1015634,"Low",660,28.76,23,8,10,2,1
1015635,"High",1030,20.34,20,2,7,5,0
1015636,"Low",1285,82.39,4,3,4,2,0
1015637,"Low",1437,70.37,29,5,2,3,1
1015638,"Low",1823,37.14,15,8,5,5,0
1015639,"Low",199,52.22,20,6,2,2,0
1015640,"High",982,10.9,10,0,5,2,0
1015641,"High",690,21.92,21,9,8,4,0
1015642,"Low",979,8.83,2,5,6,1,0
1015643,"Low",418,29.56,30,9,2,1,1
1015644,"High",157,14.75,29,4,7,3,0
1015645,"Low",1419,57.79,29,6,5,1,1
1015646,"Low",768,75.09,7,10,2,2,0
1015647,"High",352,31.87,6,7,0,3,0
1015648,"Low",1291,56.17,6,0,9,3,0
1015649,"High",807,7.29,10,11,10,2,0
1015650,"Low",1202,53.6,26,3,0,5,1
1015651,"High",1125,3.16,28,11,5,5,1
1015652,"Low",285,54.71,12,8,1,4,0
1015653,"High",480,20.82,13,8,2,4,0
1015654,"High",444,18.81,23,3,4,5,0
1015655,"Low",394,26.15,12,0,1,0,0
1015656,"High",1294,85.64,24,5,1,1,0
1015657,"High",1638,14.68,13,11,0,2,0
1015658,"High",263,54.81,8,3,0,5,0
1015659,"Low",154,17.15,13,8,9,4,0
1015660,"High",1380,42.99,4,0,10,3,0
1015661,"Low",1427,86.2,5,0,0,5,0
1015662,"Low",1585,61.93,10,8,9,0,0
1015663,"High",1523,43,22,2,6,2,0
1015664,"Low",1764,1.89,24,1,8,1,1
1015665,"High",15,88.96,7,3,7,5,0
1015666,"Low",463,51.19,17,2,1,0,0
1015667,"Low",1163,88.29,13,0,4,2,0
1015668,"High",1645,10.31,26,1,9,2,0
1015669,"High",1762,79.58,9,11,7,0,0
1015670,"Low",1378,73.65,12,9,4,0,0
1015671,"High",677,65.4,3,9,0,0,0
1015672,"High",385,42.53,12,6,7,0,0
1015673,"High",1042,42.38,16,5,3,1,0
1015674,"Low",1184,27.38,12,8,10,0,0
1015675,"Low",1443,55.98,23,10,9,0,1
1015676,"High",1273,89.18,26,1,2,5,0
1015677,"Low",424,70.13,17,10,4,1,0
1015678,"Low",1731,95.53,8,11,10,4,0
1015679,"Low",1340,33.83,8,9,9,5,0
1015680,"Low",479,37.22,13,0,7,1,0
1015681,"Low",221,25.16,20,6,7,4,0
1015682,"High",38,70.35,19,9,0,3,0
1015683,"High",951,51.51,8,0,1,0,0
1015684,"High",712,93.42,25,8,10,4,0
1015685,"Low",632,12.57,14,2,3,2,0
1015686,"Low",1366,47.52,30,0,7,2,1
1015687,"Low",1062,83.63,8,5,0,5,0
1015688,"Low",1420,66.74,16,5,4,3,0
1015689,"Low",1526,61.69,7,6,6,3,0
1015690,"Low",304,1.55,24,6,5,3,0
1015691,"Low",32,13.22,29,1,7,1,0
1015692,"High",1732,28.98,23,10,3,0,0
1015693,"High",1105,1.59,27,1,5,5,0
1015694,"High",616,52.33,13,0,3,3,0
1015695,"High",783,82.33,13,9,8,1,0
1015696,"Low",1316,31.71,19,9,4,1,0
1015697,"Low",487,74.18,11,2,9,5,0
1015698,"Low",1345,79.04,11,5,8,3,0
1015699,"High",1571,46.37,4,6,10,4,0
1015700,"Low",584,53.36,9,8,9,3,0
1015701,"Low",880,41.84,10,7,6,2,0
1015702,"High",1312,4.77,18,1,8,5,0
1015703,"Low",150,62.88,21,0,10,4,0
1015704,"High",1367,83.36,18,6,8,0,0
1015705,"High",1202,53.97,16,8,7,5,0
1015706,"Low",1507,31.07,9,0,5,4,0
1015707,"High",1080,71.26,26,4,10,2,0
1015708,"High",415,58.7,20,2,3,4,0
1015709,"High",1006,92.21,19,4,0,0,0
1015710,"Low",875,13.34,14,0,0,0,0
1015711,"High",348,17.55,16,5,2,2,0
1015712,"Low",552,74.23,1,8,4,1,0
1015713,"High",1752,91.4,13,7,10,0,0
1015714,"Low",1360,50.53,26,11,5,1,1
1015715,"High",1589,65.58,27,7,1,5,1
1015716,"Low",237,58.75,2,3,2,4,0
1015717,"Low",573,17.79,9,8,10,3,0
1015718,"High",956,76.84,25,6,9,3,0
1015719,"High",12,98.68,21,1,8,4,0
1015720,"Low",431,45.61,11,0,9,1,0
1015721,"High",236,25.28,6,1,9,2,0
1015722,"High",1534,89.75,19,11,8,3,0
1015723,"High",489,82.86,20,9,6,2,0
1015724,"Low",612,44.35,10,9,6,4,0
1015725,"High",1080,31.3,14,6,8,4,0
1015726,"Low",662,40.97,23,5,1,0,0
1015727,"High",1720,36.79,11,10,4,0,0
1015728,"Low",1720,64.57,9,4,8,2,0
1015729,"High",1671,22.35,30,0,6,2,1
1015730,"High",1547,88.42,30,9,2,5,1
1015731,"Low",560,31.57,13,2,7,1,0
1015732,"High",1613,78.48,21,8,3,4,0
1015733,"Low",38,78.29,7,0,9,2,0
1015734,"Low",723,39.04,6,4,4,1,0
1015735,"Low",548,8.71,29,6,1,5,0
1015736,"High",267,38.15,29,6,0,2,0
1015737,"High",1552,65.54,25,8,9,0,1
1015738,"High",1197,83.21,27,5,4,0,0
1015739,"Low",215,44.73,30,3,10,0,1
1015740,"High",1639,86.46,23,7,3,5,0
1015741,"Low",788,62.08,12,9,4,5,0
1015742,"Low",831,6.7,14,2,2,1,0
1015743,"High",524,34.28,29,3,9,5,1
1015744,"Low",565,4.56,18,3,8,1,0
1015745,"Low",979,35.65,12,2,4,0,0
1015746,"Low",1453,16.05,1,1,1,2,0
1015747,"High",1063,2.62,5,6,1,3,0
1015748,"Low",273,81.15,18,0,2,5,0
1015749,"High",706,15.13,21,3,6,1,0
1015750,"Low",1037,65.46,23,11,6,5,1
1015751,"High",1407,2.78,15,2,6,3,0
1015752,"Low",104,16.42,9,9,2,3,0
1015753,"Low",305,51.2,9,2,10,2,0
1015754,"High",1584,53,17,0,2,2,0
1015755,"High",1175,65.86,15,11,8,0,0
1015756,"High",440,9.87,19,3,4,2,0
1015757,"Low",1698,58.59,28,9,3,3,1
1015758,"High",1117,43.13,24,0,1,0,0
1015759,"High",1639,36.05,11,3,4,0,0
1015760,"Low",1635,58.05,16,2,1,2,0
1015761,"High",1014,79.49,8,9,6,5,0
1015762,"High",386,14.36,7,9,5,2,0
1015763,"High",894,79,28,3,9,1,0
1015764,"High",1191,92.64,16,8,2,0,0
1015765,"High",1767,28.34,19,3,3,0,0
1015766,"Low",1654,30.32,6,2,5,2,0
1015767,"Low",1534,69.94,5,5,9,4,0
1015768,"Low",1282,0.72,7,4,2,1,0
1015769,"High",352,83.46,9,6,9,4,0
1015770,"High",19,34.48,11,5,7,4,0
1015771,"Low",776,74.23,23,10,3,2,0
1015772,"High",1456,54.73,24,2,3,4,0
1015773,"Low",822,66.26,25,11,7,0,1
1015774,"High",461,87.55,14,2,9,3,0
1015775,"High",1094,72.05,5,1,5,0,0
1015776,"Low",665,89.45,3,9,8,2,0
1015777,"High",539,49.45,22,0,4,3,0
1015778,"High",41,41.6,13,10,5,1,0
1015779,"High",1682,92.97,28,1,10,0,1
1015780,"Low",327,99.14,1,4,6,5,0
1015781,"High",1021,14.74,27,9,1,4,0
1015782,"High",426,15.61,16,10,4,1,0
1015783,"High",1051,90.16,19,0,1,1,0
1015784,"Low",1796,15.83,19,7,8,0,1
1015785,"High",1622,18.22,2,9,10,2,0
1015786,"High",1410,57.72,29,7,3,0,1
1015787,"Low",1289,37.85,12,10,10,4,0
1015788,"High",723,33.34,2,9,2,3,0
1015789,"Low",110,24.52,26,0,2,2,0
1015790,"Low",464,18.01,22,4,0,0,0
1015791,"Low",498,31.28,15,8,4,1,0
1015792,"Low",234,38.44,3,11,6,4,0
1015793,"High",846,19.01,12,5,9,4,0
1015794,"Low",1172,99.51,9,3,3,2,0
1015795,"High",1290,40.02,8,3,8,1,0
1015796,"Low",508,93.15,9,2,0,3,0
1015797,"Low",670,77.68,27,7,3,5,1
1015798,"Low",891,80.52,21,5,8,4,0
1015799,"Low",1015,77.49,10,10,1,0,0
1015800,"High",1012,53.77,16,8,8,4,0
1015801,"High",1253,37.72,26,2,3,2,0
1015802,"High",363,17.3,19,4,8,5,0
1015803,"High",1414,39.35,12,10,0,5,0
1015804,"High",449,28.31,16,3,6,5,0
1015805,"Low",1320,40.75,9,2,7,1,0
1015806,"High",1097,6.92,24,4,7,3,0
1015807,"Low",1074,7.86,2,5,4,2,0
1015808,"High",970,54.6,12,8,7,5,0
1015809,"High",1382,59.16,8,8,0,2,0
1015810,"Low",1098,97.61,9,2,10,3,0
1015811,"High",1423,29.62,14,5,8,5,0
1015812,"High",832,10.96,4,5,0,1,0
1015813,"Low",963,15.58,4,2,4,2,0
1015814,"High",1141,75.5,3,5,6,0,0
1015815,"Low",950,50.21,30,3,6,0,1
1015816,"Low",566,94.34,30,6,2,4,1
1015817,"Low",1743,93.05,23,9,4,0,1
1015818,"Low",998,49.83,28,5,0,0,1
1015819,"High",780,73.87,13,1,0,3,0
1015820,"High",410,56.31,18,8,3,3,0
1015821,"Low",1555,68.78,10,4,0,5,0
1015822,"High",818,20.51,18,0,2,3,0
1015823,"High",172,57.88,1,4,7,5,0
1015824,"Low",1693,42.91,25,2,0,4,0
1015825,"High",1531,77.85,29,6,4,1,1
1015826,"High",166,86.29,26,3,10,5,0
1015827,"High",1392,21.35,4,1,1,0,0
1015828,"Low",358,30.13,12,1,5,0,0
1015829,"Low",1258,61.24,29,4,6,4,1
1015830,"Low",873,3.11,13,7,0,1,0
1015831,"Low",1033,77.47,12,10,4,1,0
1015832,"Low",1371,8,13,2,3,4,0
1015833,"Low",1095,83.07,24,3,0,5,0
1015834,"High",293,80.95,24,2,5,2,0
1015835,"High",1756,56.88,3,11,5,2,0
1015836,"Low",1749,25.86,22,0,0,5,0
1015837,"Low",470,1.9,12,4,10,2,0
1015838,"High",773,53.58,26,1,7,5,0
1015839,"High",1235,51.2,4,11,9,1,0
1015840,"Low",1823,19.7,30,9,7,2,1
1015841,"Low",1712,43.97,19,10,7,2,1
1015842,"Low",1061,77,29,8,9,4,1
1015843,"High",214,35.26,26,7,6,4,0
1015844,"Low",1380,97.77,23,0,7,4,0
1015845,"Low",32,66.02,16,2,6,4,0
1015846,"High",172,44.76,18,10,8,5,0
1015847,"Low",1331,89.96,11,11,6,0,0
1015848,"Low",1643,41.14,2,6,8,1,0
1015849,"High",958,4.41,2,3,9,5,0
1015850,"Low",1748,65.38,3,10,1,4,0
1015851,"Low",1301,98.28,18,6,4,4,0
1015852,"High",901,78.19,16,11,9,4,0
1015853,"High",1571,57.92,26,9,7,3,1
1015854,"High",792,8.04,2,8,1,5,0
1015855,"Low",555,33.24,15,10,1,3,0
1015856,"High",940,13.39,27,10,6,1,0
1015857,"Low",1669,81.14,24,5,0,5,0
1015858,"Low",122,99.33,9,0,1,5,0
1015859,"Low",1516,83.24,26,8,1,4,1
1015860,"Low",1198,36.49,2,5,5,4,0
1015861,"High",1655,18.05,10,11,4,0,0
1015862,"Low",301,66.82,13,6,3,1,0
1015863,"High",1300,25.1,18,1,1,4,0
1015864,"Low",1066,16.37,1,1,3,3,0
1015865,"High",1340,19.98,18,0,9,3,0
1015866,"High",1012,0.12,5,5,1,5,0
1015867,"High",835,39.75,1,2,10,5,0
1015868,"High",712,44.29,27,3,6,3,0
1015869,"High",418,87.53,7,10,1,2,0
1015870,"High",1763,56.53,29,5,9,0,1
1015871,"Low",1710,70.04,27,1,10,4,1
1015872,"High",276,13.98,11,4,6,4,0
1015873,"High",325,33.64,25,5,2,2,0
1015874,"High",1449,51,14,11,1,4,0
1015875,"Low",472,90.38,14,10,9,5,0
1015876,"High",1009,26.13,2,5,3,3,0
1015877,"Low",222,72.37,15,8,8,1,0
1015878,"High",142,43.86,21,3,4,1,0
1015879,"High",1444,34.88,28,3,3,1,0
1015880,"Low",1395,28.4,11,5,6,0,0
1015881,"Low",124,70.01,27,3,2,2,0
1015882,"Low",556,23.77,9,5,8,4,0
1015883,"High",240,33.18,28,1,2,1,0
1015884,"Low",701,78.31,4,9,1,4,0
1015885,"High",1560,5.1,21,0,2,0,0
1015886,"Low",863,65.37,6,5,4,3,0
1015887,"High",759,19.77,29,7,5,5,0
1015888,"High",1666,44.35,13,8,5,1,0
1015889,"Low",460,46.04,2,4,6,5,0
1015890,"High",832,76.88,26,3,10,0,0
1015891,"High",206,19.17,15,6,9,4,0
1015892,"High",139,93.95,2,9,4,1,0
1015893,"Low",1138,8.32,3,9,0,4,0
1015894,"High",217,3.77,28,4,2,0,0
1015895,"High",736,90.83,18,3,6,2,0
1015896,"Low",473,88.56,14,1,3,3,0
1015897,"Low",910,22.11,23,5,6,1,0
1015898,"High",132,0.88,4,5,2,1,0
1015899,"Low",629,25.89,17,6,4,2,0
1015900,"Low",1127,32.77,29,3,3,3,1
1015901,"Low",462,88.93,2,10,0,5,0
1015902,"High",562,20.72,3,5,9,4,0
1015903,"Low",71,92.01,1,3,6,0,0
1015904,"High",187,45.89,19,8,3,4,0
1015905,"High",690,61.49,14,4,8,0,0
1015906,"High",761,21.6,27,8,8,2,1
1015907,"High",744,53.57,26,3,0,5,0
1015908,"High",1557,36.51,6,10,8,0,0
